war,warLabel,start_time,end_time
http://www.wikidata.org/entity/Q6683,американо-мексиканская война,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z
http://www.wikidata.org/entity/Q8663,Корейская война,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z
http://www.wikidata.org/entity/Q8740,Война во Вьетнаме,1959-01-01T00:00:00Z,1975-04-30T00:00:00Z
http://www.wikidata.org/entity/Q12583,Испано-американская война,1898-04-25T00:00:00Z,1898-08-11T00:00:00Z
http://www.wikidata.org/entity/Q26013,Англо-американская война,1812-06-18T00:00:00Z,1815-02-18T00:00:00Z
http://www.wikidata.org/entity/Q26749,Война второй коалиции,1798-01-01T00:00:00Z,1801-01-01T00:00:00Z
http://www.wikidata.org/entity/Q31880,Испанско-брунейская война,1578-03-01T00:00:00Z,1578-06-01T00:00:00Z
http://www.wikidata.org/entity/Q37643,Война в Персидском заливе,1990-08-02T00:00:00Z,1991-02-28T00:00:00Z
http://www.wikidata.org/entity/Q49100,Война Судного дня,1973-10-06T00:00:00Z,1973-10-25T00:00:00Z
http://www.wikidata.org/entity/Q75756,Вторая конголезская война,1998-08-02T00:00:00Z,2003-06-30T00:00:00Z
http://www.wikidata.org/entity/Q184425,Тихоокеанский театр военных действий Второй мировой войны,1941-12-07T00:00:00Z,1945-09-02T00:00:00Z
http://www.wikidata.org/entity/Q189266,Великая Отечественная война,1941-06-22T00:00:00Z,1945-05-07T00:00:00Z
http://www.wikidata.org/entity/Q189266,Великая Отечественная война,1941-06-22T00:00:00Z,1955-01-21T00:00:00Z
http://www.wikidata.org/entity/Q190029,Косовская война,1998-02-27T00:00:00Z,1999-06-11T00:00:00Z
http://www.wikidata.org/entity/Q202465,Угандийско-танзанийская война,1978-01-01T00:00:00Z,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q207318,Революционные войны,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z
http://www.wikidata.org/entity/Q214456,Филиппино-американская война,1899-02-04T00:00:00Z,1902-07-02T00:00:00Z
http://www.wikidata.org/entity/Q325314,Война Текумсе,1810-08-01T00:00:00Z,1813-10-05T00:00:00Z
http://www.wikidata.org/entity/Q418151,Вторая Опиумная война,1856-01-01T00:00:00Z,1860-01-01T00:00:00Z
http://www.wikidata.org/entity/Q430053,Война за Чёрные Холмы,1876-01-01T00:00:00Z,1877-01-01T00:00:00Z
http://www.wikidata.org/entity/Q474891,Техасско-индейские войны,1820-01-01T00:00:00Z,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q524272,Юго-Восточно-Азиатский театр военных действий Второй мировой войны,1941-12-08T00:00:00Z,1945-09-09T00:00:00Z
http://www.wikidata.org/entity/Q580961,Агашерская война,1985-12-14T00:00:00Z,1985-12-30T00:00:00Z
http://www.wikidata.org/entity/Q617827,Апачские войны,1849-01-01T00:00:00Z,1924-01-01T00:00:00Z
http://www.wikidata.org/entity/Q623171,Китайско-вьетнамская война,1979-02-17T00:00:00Z,1979-03-16T00:00:00Z
http://www.wikidata.org/entity/Q635533,Кампучийско-вьетнамский конфликт,1977-04-30T00:00:00Z,1991-10-23T00:00:00Z
http://www.wikidata.org/entity/Q655480,Квазивойна,1798-07-07T00:00:00Z,1800-09-30T00:00:00Z
http://www.wikidata.org/entity/Q698312,Арустукская война,1838-01-01T00:00:00Z,1839-01-01T00:00:00Z
http://www.wikidata.org/entity/Q780845,Франко-тайская война,1940-10-01T00:00:00Z,1941-05-09T00:00:00Z
http://www.wikidata.org/entity/Q807741,Берберийские войны,1801-01-01T00:00:00Z,1815-01-01T00:00:00Z
http://www.wikidata.org/entity/Q838695,Первая конголезская война,1996-10-24T00:00:00Z,1997-05-16T00:00:00Z
http://www.wikidata.org/entity/Q849680,Индейские войны,1609-01-01T00:00:00Z,1924-01-01T00:00:00Z
http://www.wikidata.org/entity/Q856168,Кондитерская война,1838-11-27T00:00:00Z,1839-03-09T00:00:00Z
http://www.wikidata.org/entity/Q879980,Война Чёрного Ястреба,1832-05-01T00:00:00Z,1832-08-01T00:00:00Z
http://www.wikidata.org/entity/Q900693,Семинольские войны,1816-01-01T00:00:00Z,1858-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1052060,Cayuse War,1847-01-01T00:00:00Z,1855-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1064335,Война из-за свиньи,1859-06-15T00:00:00Z,1859-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1186260,Крикская война,1813-01-01T00:00:00Z,1814-08-01T00:00:00Z
http://www.wikidata.org/entity/Q1259237,Третья англо-афганская война,1919-05-06T00:00:00Z,1919-08-08T00:00:00Z
http://www.wikidata.org/entity/Q1382989,Rogue River Wars,1855-01-01T00:00:00Z,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1456086,Война не-персе,1877-06-01T00:00:00Z,1877-10-01T00:00:00Z
http://www.wikidata.org/entity/Q2280723,Burmese–Siamese War (1785–86),1785-01-01T00:00:00Z,1786-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2342102,Индокитайские войны,1946-01-01T00:00:00Z,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6407091,Laotian Rebellion,1826-01-01T00:00:00Z,1828-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7242972,Song-Lý War,1075-01-01T00:00:00Z,1077-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10684373,Датско-шведская война (1501—1512),1501-01-01T00:00:00Z,1512-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10747221,Vietnamese–Laotian War of 1467–1480,1467-01-01T00:00:00Z,1480-01-01T00:00:00Z
http://www.wikidata.org/entity/Q215112,Англо-бурская война,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z
http://www.wikidata.org/entity/Q49077,Шестидневная война,1967-06-05T00:00:00Z,1967-06-10T00:00:00Z
http://www.wikidata.org/entity/Q49097,Арабо-израильская война (1947—1949),1947-11-30T00:00:00Z,1949-07-20T00:00:00Z
http://www.wikidata.org/entity/Q49103,Ливанская война (1982),1982-06-06T00:00:00Z,1985-05-17T00:00:00Z
http://www.wikidata.org/entity/Q233583,Вторая индо-пакистанская война,1965-08-01T00:00:00Z,1965-09-23T00:00:00Z
http://www.wikidata.org/entity/Q322607,Война на истощение,1967-07-01T00:00:00Z,1970-08-07T00:00:00Z
http://www.wikidata.org/entity/Q322607,Война на истощение,1969-03-01T00:00:00Z,1970-08-07T00:00:00Z
http://www.wikidata.org/entity/Q371394,Война за независимость Бангладеш,1971-03-26T00:00:00Z,1971-12-16T00:00:00Z
http://www.wikidata.org/entity/Q404517,Каргильская война,1999-05-03T00:00:00Z,1999-07-26T00:00:00Z
http://www.wikidata.org/entity/Q1367731,Саудовско-йеменская война,1934-02-01T00:00:00Z,1934-05-20T00:00:00Z
http://www.wikidata.org/entity/Q1814745,Первая Иламская война,1983-07-23T00:00:00Z,1987-07-29T00:00:00Z
http://www.wikidata.org/entity/Q1922071,Третья индо-пакистанская война,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z
http://www.wikidata.org/entity/Q2904516,War over Water,1964-11-01T00:00:00Z,1967-05-01T00:00:00Z
http://www.wikidata.org/entity/Q11050383,Вторая Иламская война,1990-06-10T00:00:00Z,1995-01-09T00:00:00Z
http://www.wikidata.org/entity/Q11154636,Третья Иламская война,1995-04-19T00:00:00Z,2002-02-22T00:00:00Z
http://www.wikidata.org/entity/Q16974363,Eastern Theater of Eelam War IV,2006-07-21T00:00:00Z,2007-07-11T00:00:00Z
http://www.wikidata.org/entity/Q49092,Арабо-израильская война 1948,1948-05-15T00:00:00Z,1949-03-10T00:00:00Z
http://www.wikidata.org/entity/Q49101,Суэцкий кризис,1956-10-29T00:00:00Z,1956-11-07T00:00:00Z
http://www.wikidata.org/entity/Q82664,Ирано-иракская война,1980-09-22T00:00:00Z,1988-08-20T00:00:00Z
http://www.wikidata.org/entity/Q223085,Футбольная война,1967-07-14T00:00:00Z,1969-07-18T00:00:00Z
http://www.wikidata.org/entity/Q3439047,Dominican War of Independence Of Reiny,1844-01-01T00:00:00Z,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q170682,Операция «Литой свинец»,2008-12-27T00:00:00Z,2009-01-18T00:00:00Z
http://www.wikidata.org/entity/Q1540737,Испано-марокканская война,1859-10-22T00:00:00Z,1860-04-26T00:00:00Z
http://www.wikidata.org/entity/Q1891008,Алжиро-марокканский пограничный конфликт,1963-09-25T00:00:00Z,1964-02-20T00:00:00Z
http://www.wikidata.org/entity/Q4120277,Вторая гражданская война в Самоа,1898-01-01T00:00:00Z,1899-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4122579,Война арикара,1823-01-01T00:00:00Z,1823-01-01T00:00:00Z
http://www.wikidata.org/entity/Q318250,Война за Огаден,1977-07-23T00:00:00Z,1978-03-23T00:00:00Z
http://www.wikidata.org/entity/Q1332160,Война за независимость Индонезии,1945-08-17T00:00:00Z,1949-12-27T00:00:00Z
http://www.wikidata.org/entity/Q1997806,Северогерманская маркграфская война,1308-01-01T00:00:00Z,1317-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5557072,Война Пляски Духов,1890-12-29T00:00:00Z,1891-01-15T00:00:00Z
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007,2007-01-10T00:00:00Z,2008-07-01T00:00:00Z
http://www.wikidata.org/entity/Q6192082,Джикарильская война,1849-01-01T00:00:00Z,1855-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7125242,Paiute War,1860-01-01T00:00:00Z,1860-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11942758,Ethiopian-Somali border conflict,1960-01-01T00:00:00Z,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q832273,Эфиопо-эритрейский конфликт,1998-05-06T00:00:00Z,2000-05-25T00:00:00Z
http://www.wikidata.org/entity/Q1262084,Гражданская война в Джибути,1991-10-01T00:00:00Z,1994-12-01T00:00:00Z
http://www.wikidata.org/entity/Q1354920,Пограничный конфликт между Джибути и Эритреей,2008-06-10T00:00:00Z,2008-06-13T00:00:00Z
http://www.wikidata.org/entity/Q1434602,Египетско-ливийская война,1977-07-21T00:00:00Z,1977-07-24T00:00:00Z
http://www.wikidata.org/entity/Q1851858,Восстание сиу,1862-08-17T00:00:00Z,1862-12-26T00:00:00Z
http://www.wikidata.org/entity/Q2060306,Война Красного Облака,1866-01-01T00:00:00Z,1868-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2321496,Баннокская война,1878-06-01T00:00:00Z,1878-09-01T00:00:00Z
http://www.wikidata.org/entity/Q2602070,Война в Колорадо,1863-01-01T00:00:00Z,1865-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2635052,Модокская война,1872-07-06T00:00:00Z,1873-06-04T00:00:00Z
http://www.wikidata.org/entity/Q2656995,Северо-западная индейская война,1785-01-01T00:00:00Z,1795-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2976715,Вторая Семинольская война,1835-12-23T00:00:00Z,1842-08-14T00:00:00Z
http://www.wikidata.org/entity/Q3119015,Yakima War,1855-01-01T00:00:00Z,1858-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3119025,Война на Ред-Ривере,1874-01-01T00:00:00Z,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2487,Тридцатилетняя война,1618-01-01T00:00:00Z,1648-01-01T00:00:00Z
http://www.wikidata.org/entity/Q122100,советско-финская война,1941-06-25T00:00:00Z,1944-09-19T00:00:00Z
http://www.wikidata.org/entity/Q134949,Советско-финляндская война,1939-11-30T00:00:00Z,1940-03-13T00:00:00Z
http://www.wikidata.org/entity/Q154940,Лапландская война,1944-09-15T00:00:00Z,1945-04-25T00:00:00Z
http://www.wikidata.org/entity/Q199955,Сто дней,1815-03-20T00:00:00Z,1815-07-08T00:00:00Z
http://www.wikidata.org/entity/Q249232,Война третьей коалиции,1805-01-01T00:00:00Z,1806-01-01T00:00:00Z
http://www.wikidata.org/entity/Q682482,Русско-шведская война 1741—1743 годов,1741-01-01T00:00:00Z,1743-01-01T00:00:00Z
http://www.wikidata.org/entity/Q827286,Первая бременская война,1654-01-01T00:00:00Z,1654-01-01T00:00:00Z
http://www.wikidata.org/entity/Q924600,Война против Сигизмунда,1598-01-01T00:00:00Z,1599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1044829,Русско-польская война 1605—1618 годов,1605-01-01T00:00:00Z,1618-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1116646,Англо-шведская война,1810-11-17T00:00:00Z,1812-07-18T00:00:00Z
http://www.wikidata.org/entity/Q1509437,Русско-шведская война,1495-01-01T00:00:00Z,1497-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1634776,Русско-шведская война,1590-01-01T00:00:00Z,1595-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1717438,Шведское вторжение в Бранденбург,1674-12-25T00:00:00Z,1675-06-28T00:00:00Z
http://www.wikidata.org/entity/Q1780850,Шведско-норвежская война,1814-07-26T00:00:00Z,1814-08-14T00:00:00Z
http://www.wikidata.org/entity/Q2096286,Датско-шведская война,1788-09-24T00:00:00Z,1789-07-09T00:00:00Z
http://www.wikidata.org/entity/Q2373506,Польско-шведская война,1617-01-01T00:00:00Z,1618-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2471586,Померанская война,1757-09-13T00:00:00Z,1762-05-22T00:00:00Z
http://www.wikidata.org/entity/Q3916827,Советско-финские войны,1917-01-01T00:00:00Z,1944-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8049168,Войны Яки,1533-01-01T00:00:00Z,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18586347,Советско-финский вооружённый конфликт (1918—1920),1918-03-01T00:00:00Z,1920-10-14T00:00:00Z
http://www.wikidata.org/entity/Q18586347,Советско-финский вооружённый конфликт (1918—1920),1918-05-15T00:00:00Z,1920-10-14T00:00:00Z
http://www.wikidata.org/entity/Q18920712,война в Афганистане (2015-2021),2015-01-01T00:00:00Z,2021-08-30T00:00:00Z
http://www.wikidata.org/entity/Q42326778,Kake War,1869-02-01T00:00:00Z,1869-02-01T00:00:00Z
http://www.wikidata.org/entity/Q29269,Первая чеченская война,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z
http://www.wikidata.org/entity/Q120843,Вторая чеченская война,1999-08-26T00:00:00Z,2009-04-16T00:00:00Z
http://www.wikidata.org/entity/Q285280,Приднестровский конфликт,1992-03-02T00:00:00Z,1992-07-21T00:00:00Z
http://www.wikidata.org/entity/Q620735,война в Грузии,2008-08-07T00:00:00Z,2008-08-12T00:00:00Z
http://www.wikidata.org/entity/Q643925,Вторжение боевиков в Дагестан,1999-08-02T00:00:00Z,1999-09-14T00:00:00Z
http://www.wikidata.org/entity/Q799801,Бафутские войны,1891-01-01T00:00:00Z,1907-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1209169,война в Абхазии,1992-08-14T00:00:00Z,1993-09-27T00:00:00Z
http://www.wikidata.org/entity/Q1225948,Q1225948,1570-01-01T00:00:00Z,1574-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12203897,Algerian popular resistance against French invasion,1830-01-01T00:00:00Z,1919-01-01T00:00:00Z
http://www.wikidata.org/entity/Q48249,Фолклендская война,1982-04-02T00:00:00Z,1982-06-14T00:00:00Z
http://www.wikidata.org/entity/Q58947,Парагвайская война,1864-12-27T00:00:00Z,1870-03-01T00:00:00Z
http://www.wikidata.org/entity/Q233559,Second Hundred Years`War,1688-01-01T00:00:00Z,1815-01-01T00:00:00Z
http://www.wikidata.org/entity/Q438252,Старая цюрихская война,1440-11-11T00:00:00Z,1446-06-21T00:00:00Z
http://www.wikidata.org/entity/Q611071,Чадско-ливийский конфликт,1978-01-01T00:00:00Z,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q616939,Англо-египетская война,1882-07-01T00:00:00Z,1882-09-01T00:00:00Z
http://www.wikidata.org/entity/Q644589,Война «Тойот»,1986-12-16T00:00:00Z,1987-09-11T00:00:00Z
http://www.wikidata.org/entity/Q766437,Рифская война,1911-06-08T00:00:00Z,1927-01-01T00:00:00Z
http://www.wikidata.org/entity/Q772814,Юкатанская война рас,1847-01-01T00:00:00Z,1901-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1072042,Сомалийская война,2006-12-20T00:00:00Z,2009-01-30T00:00:00Z
http://www.wikidata.org/entity/Q1202331,Germany Unification War,1864-01-01T00:00:00Z,1871-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1271059,Война с повстанцами «шифта»,1963-01-01T00:00:00Z,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1495944,Польско-литовская война,1919-01-01T00:00:00Z,1920-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1604816,Советско-литовская война,1918-12-01T00:00:00Z,1919-08-01T00:00:00Z
http://www.wikidata.org/entity/Q2742886,Война за независимость Литвы,1918-12-01T00:00:00Z,1919-08-01T00:00:00Z
http://www.wikidata.org/entity/Q3042457,Лаплатская война,1851-08-18T00:00:00Z,1852-02-03T00:00:00Z
http://www.wikidata.org/entity/Q3042463,Уругвайская война,1864-08-10T00:00:00Z,1865-02-20T00:00:00Z
http://www.wikidata.org/entity/Q3365438,War in Vietnam (1945–46),1945-09-13T00:00:00Z,1946-03-30T00:00:00Z
http://www.wikidata.org/entity/Q5403659,Ethiopian–Egyptian War,1874-01-01T00:00:00Z,1876-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7443152,Second Carib War,1795-01-01T00:00:00Z,1797-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11956522,The 6000-mark war,1276-01-01T00:00:00Z,1278-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15867770,Naval war on Lake Constance,1632-01-01T00:00:00Z,1648-01-01T00:00:00Z
http://www.wikidata.org/entity/Q152004,Вторая тихоокеанская война,1879-04-05T00:00:00Z,1884-04-04T00:00:00Z
http://www.wikidata.org/entity/Q223126,Чакская война,1932-09-09T00:00:00Z,1935-06-12T00:00:00Z
http://www.wikidata.org/entity/Q641185,Сиамско-вьетнамская война,1841-01-01T00:00:00Z,1845-01-01T00:00:00Z
http://www.wikidata.org/entity/Q742813,Первая тихоокеанская война,1864-04-14T00:00:00Z,1866-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1500631,Перуано-эквадорская война,1941-07-05T00:00:00Z,1942-01-29T00:00:00Z
http://www.wikidata.org/entity/Q1760930,Война Пакиша,1981-01-28T00:00:00Z,1981-02-05T00:00:00Z
http://www.wikidata.org/entity/Q2337340,Война Альто-Сенепа,1995-01-26T00:00:00Z,1995-02-28T00:00:00Z
http://www.wikidata.org/entity/Q3118971,Эквадорско-колумбийская война,1863-12-06T00:00:00Z,1863-12-30T00:00:00Z
http://www.wikidata.org/entity/Q11871384,Sino–Mongolian War of 1913–1915,1913-01-01T00:00:00Z,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28131511,Peruvian Pacification War,1835-01-01T00:00:00Z,1836-01-01T00:00:00Z
http://www.wikidata.org/entity/Q68969,Война в Хорватии,1991-03-31T00:00:00Z,1995-08-07T00:00:00Z
http://www.wikidata.org/entity/Q208261,Ионийское восстание,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z
http://www.wikidata.org/entity/Q381375,Карабахская война,1988-02-20T00:00:00Z,1994-05-16T00:00:00Z
http://www.wikidata.org/entity/Q400465,Малая война,1879-08-26T00:00:00Z,1880-09-01T00:00:00Z
http://www.wikidata.org/entity/Q573472,Болгарская операция,1944-09-05T00:00:00Z,1944-10-28T00:00:00Z
http://www.wikidata.org/entity/Q601811,Война против Боливийско-Перуанской конфедерации,1836-12-28T00:00:00Z,1839-08-15T00:00:00Z
http://www.wikidata.org/entity/Q696848,Иракская операция,1941-05-02T00:00:00Z,1941-05-31T00:00:00Z
http://www.wikidata.org/entity/Q1069736,Хорватско-боснийский конфликт,1992-06-19T00:00:00Z,1994-02-23T00:00:00Z
http://www.wikidata.org/entity/Q1361929,Индонезийско-малайзийская конфронтация,1963-01-20T00:00:00Z,1966-08-11T00:00:00Z
http://www.wikidata.org/entity/Q329203,Первая англо-бурская война,1880-12-20T00:00:00Z,1881-03-23T00:00:00Z
http://www.wikidata.org/entity/Q2470023,Война за флагшток,1845-03-11T00:00:00Z,1846-01-11T00:00:00Z
http://www.wikidata.org/entity/Q7565812,South African Wars,1879-01-01T00:00:00Z,1915-01-01T00:00:00Z
